epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,21.9246,0.64303,0.67853,0.91133,0.76491,0.84507,0.82304,0.67312,0.67813,1.09685,0.96871,0.00102944,0.00102944,0.00102944
14,23.4798,0.64826,0.64446,0.90697,0.92019,0.94286,0.95436,0.79221,0.65954,0.64838,0.96682,0.00108683,0.00108683,0.00108683
15,25.0459,0.65768,0.59243,0.9036,0.92019,0.94286,0.95436,0.79221,0.65954,0.64838,0.96682,0.00114091,0.00114091,0.00114091
16,26.6624,0.61731,0.57943,0.89839,0.8049,0.90487,0.84101,0.69514,0.66986,0.62634,0.97854,0.0011917,0.0011917,0.0011917
17,28.2418,0.61446,0.55602,0.87975,0.74956,0.94593,0.77059,0.64001,0.63331,0.64431,0.96936,0.00122691,0.00122691,0.00122691
18,29.8227,0.6127,0.5354,0.91266,0.94526,0.96676,0.97689,0.82169,0.6441,0.6702,0.96295,0.00119941,0.00119941,0.00119941
19,31.3683,0.60112,0.53745,0.882,0.94526,0.96676,0.97689,0.82169,0.6441,0.6702,0.96295,0.0011719,0.0011719,0.0011719
20,33.0383,0.64275,0.54799,0.90013,0.8873,0.9635,0.96617,0.82894,0.64942,0.72706,0.9778,0.0011444,0.0011444,0.0011444
21,34.6428,0.5812,0.53336,0.89543,0.94451,0.92798,0.96113,0.83201,0.61437,0.54255,0.95626,0.00111689,0.00111689,0.00111689
22,36.2557,0.58058,0.55443,0.91383,0.94597,0.93954,0.97568,0.8296,0.62673,0.47647,0.94571,0.00108938,0.00108938,0.00108938
23,37.8088,0.62404,0.50978,0.88069,0.94597,0.93954,0.97568,0.8296,0.62673,0.47647,0.94571,0.00106188,0.00106188,0.00106188
24,39.3811,0.56906,0.48126,0.87768,0.9099,0.95714,0.97622,0.84292,0.6342,0.60076,0.97243,0.00103437,0.00103437,0.00103437
25,40.9909,0.57332,0.48927,0.88479,0.92073,0.95714,0.95972,0.83348,0.61693,0.57636,0.95735,0.00100687,0.00100687,0.00100687
26,42.6718,0.54979,0.45756,0.86911,0.92611,0.95714,0.9617,0.81599,0.64159,0.47098,0.95205,0.000979362,0.000979362,0.000979362
27,44.3376,0.56984,0.45108,0.88591,0.92611,0.95714,0.9617,0.81599,0.64159,0.47098,0.95205,0.000951857,0.000951857,0.000951857
28,46.0229,0.52066,0.44516,0.86058,0.94446,0.97143,0.97454,0.83255,0.62322,0.45565,0.95545,0.000924352,0.000924352,0.000924352
29,47.5791,0.55892,0.48086,0.88014,0.94386,0.97143,0.97706,0.84281,0.61994,0.4341,0.96237,0.000896846,0.000896846,0.000896846
30,49.1562,0.56927,0.43567,0.89892,0.92898,0.97821,0.9758,0.84312,0.61698,0.44384,0.96454,0.00086934,0.00086934,0.00086934
31,50.768,0.54194,0.45082,0.87427,0.92898,0.97821,0.9758,0.84312,0.61698,0.44384,0.96454,0.000841835,0.000841835,0.000841835
32,52.3665,0.54469,0.427,0.88764,0.92675,0.98571,0.97728,0.84975,0.61003,0.42498,0.96142,0.000814329,0.000814329,0.000814329
33,53.9705,0.54256,0.41554,0.90562,0.92419,0.98108,0.97957,0.86131,0.60855,0.42013,0.95154,0.000786824,0.000786824,0.000786824
34,55.5895,0.58139,0.42423,0.90242,0.95367,0.93794,0.98417,0.8686,0.5755,0.42179,0.94598,0.000759318,0.000759318,0.000759318
35,57.1707,0.56054,0.42891,0.87077,0.95367,0.93794,0.98417,0.8686,0.5755,0.42179,0.94598,0.000731813,0.000731813,0.000731813
36,58.8822,0.52452,0.40298,0.86258,0.92433,0.96036,0.98384,0.84957,0.59312,0.40187,0.94769,0.000704307,0.000704307,0.000704307
37,60.457,0.48381,0.39166,0.84807,0.91567,0.96463,0.96986,0.83636,0.62244,0.40262,0.96609,0.000676802,0.000676802,0.000676802
38,62.0278,0.50543,0.40413,0.84364,0.92388,0.97143,0.97037,0.84861,0.61725,0.40094,0.97421,0.000649297,0.000649297,0.000649297
39,63.585,0.49049,0.38565,0.85169,0.92388,0.97143,0.97037,0.84861,0.61725,0.40094,0.97421,0.000621791,0.000621791,0.000621791
40,65.1655,0.49365,0.3691,0.86663,0.92295,0.96898,0.9699,0.84564,0.61137,0.38546,0.973,0.000594286,0.000594286,0.000594286
41,66.7484,0.47551,0.38287,0.8562,0.92611,0.97143,0.97229,0.8505,0.62814,0.38967,0.97904,0.00056678,0.00056678,0.00056678
42,68.326,0.48755,0.36928,0.86866,0.94344,0.97975,0.98046,0.84263,0.63411,0.37948,0.9774,0.000539275,0.000539275,0.000539275
43,69.8942,0.4637,0.36001,0.85872,0.94344,0.97975,0.98046,0.84263,0.63411,0.37948,0.9774,0.000511769,0.000511769,0.000511769
44,71.5717,0.46328,0.34972,0.87181,0.94188,0.98358,0.98046,0.85066,0.61975,0.3637,0.96516,0.000484263,0.000484263,0.000484263
45,73.159,0.44694,0.34806,0.8529,0.94444,0.9546,0.9615,0.8476,0.60299,0.35137,0.95835,0.000456758,0.000456758,0.000456758
46,74.7354,0.46625,0.36263,0.85915,0.9233,0.95714,0.96196,0.84179,0.61314,0.36611,0.96902,0.000429253,0.000429253,0.000429253
47,76.2939,0.46686,0.35796,0.83179,0.9233,0.95714,0.96196,0.84179,0.61314,0.36611,0.96902,0.000401747,0.000401747,0.000401747
48,77.8913,0.42473,0.331,0.84163,0.9175,0.95714,0.96413,0.84598,0.6022,0.37501,0.96844,0.000374242,0.000374242,0.000374242
49,79.476,0.47287,0.34166,0.86798,0.91275,0.95714,0.96519,0.85402,0.5736,0.36944,0.96102,0.000346736,0.000346736,0.000346736
50,81.0588,0.45833,0.36157,0.86526,0.94187,0.92857,0.96692,0.85827,0.56726,0.37802,0.95907,0.000319231,0.000319231,0.000319231
51,82.6024,0.37382,0.29181,0.81824,0.94187,0.92857,0.96692,0.85827,0.56726,0.37802,0.95907,0.000291725,0.000291725,0.000291725
52,84.242,0.40071,0.32165,0.80405,0.93768,0.92857,0.96547,0.85475,0.58513,0.38014,0.96586,0.00026422,0.00026422,0.00026422
53,85.769,0.39445,0.30257,0.80541,0.93289,0.92857,0.96681,0.84807,0.61813,0.37731,0.97948,0.000236714,0.000236714,0.000236714
54,87.3259,0.40201,0.30163,0.82807,0.91035,0.95714,0.97364,0.85522,0.629,0.37608,0.98419,0.000209209,0.000209209,0.000209209
55,88.8188,0.38563,0.31246,0.81215,0.91035,0.95714,0.97364,0.85522,0.629,0.37608,0.98419,0.000181703,0.000181703,0.000181703
56,90.3582,0.36539,0.28159,0.79679,0.91148,0.96759,0.97496,0.8532,0.62103,0.36773,0.98051,0.000154198,0.000154198,0.000154198
57,91.899,0.38051,0.29235,0.80556,0.9119,0.98019,0.97543,0.85068,0.60317,0.34872,0.97725,0.000126692,0.000126692,0.000126692
58,93.4162,0.363,0.27982,0.80106,0.91367,0.98262,0.97594,0.85737,0.59339,0.3367,0.9744,9.91865e-05,9.91865e-05,9.91865e-05
59,94.9467,0.35598,0.2677,0.80612,0.91367,0.98262,0.97594,0.85737,0.59339,0.3367,0.9744,7.1681e-05,7.1681e-05,7.1681e-05
60,96.6185,0.37281,0.27884,0.81642,0.91428,0.98313,0.97555,0.86084,0.58928,0.33112,0.97464,4.41755e-05,4.41755e-05,4.41755e-05
